"","date","year","week","CHIRADZULU","MISUKU","NTCHISI","NSUNDWE","BALAKA","RUMPHI","DWANGWA","CHIKWAWA","LIMBE","LUNZU","NCHALO","NGABU","CHITIPA","NTHALIRE","BEMBEKE TURN OFF","CHIMBIYA","MTAKATAKA","THETE","BOWE","DOWA","MADISI","MPONELA","NAMBUMA","CHILUMBA","KARONGA","CHAMAMA","CHATOLOMA","KASUNGU","NKHAMENYA","SANTHE","KASIYA","LILONGWE","MITUNDU","NANJIRI","NKHOMA","LIWONDE","NAMWERA","NTAJA","MANGOCHI","MONKEY BAY","MCHINJI","MKANDA","MULOZA","MWANZA","EMBANGWENI","JENDA","MZIMBA","MZUZU","NENO","CHINTHECHE","MPAMBA","NKHATABAY","MWANSAMBO","NKHOTAKOTA","BANGULA","NSANJE","LIZULU","NTCHEU","NTONDA","SHARPEVALEY","TSANGANO TURN OFF","MALOMO","PHALOMBE","HEWE","SALIMA","BVUMBWE","LUCHENZA","JALI","MAYAKA","THONDWE","ZOMBA","MIGOWI"
"239",2012-07-29,2012,30,63.33,25.73,46.97,36.4,69.47,49.02,69.23,NA,74,59.6,73.56,NA,41.06,NA,NA,52.64,68.21,65,NA,55,47,NA,NA,53.21,73.74,50,NA,44.33,NA,48.14,NA,55,42,38.41,36.05,54.9,NA,NA,58.04,NA,49.92,NA,68.19,62,38.57,43.17,48.6,63.57,55.56,59.11,45.71,45,50,NA,NA,70.89,47.42,51.43,60,NA,57.1,53.5,78.89,41.03,60.69,78.98,66.34,53.82,60.4,56.69,57.2,NA
"240",2012-08-05,2012,31,53.33,25.57,NA,34.51,69.56,58.58,70.51,72,74.08,55.5,73.33,63.28,41.54,NA,NA,53.24,68.74,65,NA,50.02,47,NA,NA,54.4,70.14,47.5,NA,NA,46.79,48.14,NA,65,39.5,38.22,39.26,56.21,NA,NA,58.22,NA,NA,NA,69.47,55,41.02,43.91,49.85,52.86,NA,60.49,45.89,45,49.21,65.18,NA,72.21,50.16,50.28,60,NA,56.24,54.25,79.62,41.97,55.6,79.11,60,60.06,NA,56.73,52.22,NA
"241",2012-08-12,2012,32,NA,26.11,51.27,35.27,68.12,59.09,67.12,NA,NA,69.58,75.56,61.47,40.82,NA,45.5,53.32,62.14,52.33,NA,50.02,41,56.65,NA,55.56,68.14,45,41.19,NA,46.9,48,NA,65,40.12,NA,41,54.26,NA,63.22,58.18,NA,53.81,NA,68.12,65,43.15,46.38,NA,64.78,61.2,60.83,49.92,45,50,65.65,NA,71.19,51.06,51.25,60,NA,57.1,54.5,80.05,41.9,65.05,79.62,66.89,61.22,NA,59.06,65.01,NA
"242",2012-08-19,2012,33,55.5,26.45,48.79,36.51,68.47,59.34,67.19,72,71.95,59.72,73.33,60.51,42.13,NA,45,51.24,NA,50,NA,53.02,40,56.27,NA,54.22,66.74,50,40.38,38.33,49.7,45,NA,65,40.56,39.24,39.15,56.84,NA,62.48,58.21,NA,53.91,NA,70.59,58.5,34.21,45.15,51.1,64.05,64.84,51.11,50.19,45,NA,68.33,NA,71.41,51.29,61.78,60.15,NA,50.14,51.46,78.5,41.78,60.5,79.71,66.8,62.06,NA,59.2,67.63,NA
"243",2012-08-26,2012,34,NA,27.07,NA,34.56,57.85,60.19,67.33,NA,NA,NA,74.16,NA,43.17,NA,50,50.44,68.8,49.33,NA,50.01,40,57.41,NA,63.33,69.05,40,NA,36.67,NA,42,NA,NA,39.2,38.71,38.97,NA,NA,NA,58.21,NA,53.26,NA,72.85,68.5,43.21,45.26,NA,63.89,NA,61.87,57.97,45.15,NA,66.66,NA,71.49,51.52,61.12,55,NA,NA,50.46,80,41.98,NA,NA,NA,66.62,NA,59.39,NA,NA
"244",2012-09-02,2012,35,NA,27.47,46.11,36.14,66.23,60.19,67.51,72,NA,65.5,NA,62.38,44.25,NA,50,50.46,65.04,48,NA,NA,NA,54.57,NA,53.21,56.22,NA,41.17,40,45.64,43.22,NA,65,40.86,38.27,38.88,60.59,NA,NA,58.56,NA,55.45,NA,NA,NA,NA,46.14,54.85,63.62,54.87,61.97,52.99,50,40,70,NA,NA,51.86,55.56,65,NA,62.45,52.5,80.25,NA,65.05,79.87,NA,NA,NA,59.47,NA,NA
"245",2012-09-09,2012,36,NA,28.14,NA,38.09,64.17,61.18,77.83,67.78,NA,69.8,NA,62.22,45.32,NA,50,NA,65.89,51.66,NA,53.92,42,54.87,NA,NA,68.16,NA,NA,NA,45.63,48,NA,65,40.65,38.41,NA,61.25,NA,NA,NA,NA,54.92,NA,NA,NA,NA,46.27,55.1,64.25,NA,61.06,52.98,50,40,66.25,NA,70.59,NA,56.57,65,NA,NA,51.35,80.08,NA,NA,79.98,NA,NA,NA,59.84,70.2,NA
"246",2012-09-16,2012,37,NA,NA,NA,38.86,55.58,NA,77.91,NA,NA,59.67,NA,NA,45.67,NA,NA,52.42,NA,NA,NA,NA,45,NA,NA,59.67,66.28,NA,NA,NA,NA,NA,NA,70,41.32,38.72,42.2,62.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.95,NA,59.99,NA,NA,NA,70,NA,NA,NA,NA,62.5,NA,NA,NA,82.63,41.11,NA,70.39,NA,NA,NA,NA,72.5,NA
"247",2012-09-23,2012,38,70,29.27,47.56,43.36,64.72,NA,78.48,72.48,72.5,59.67,NA,NA,46.08,NA,NA,52.36,NA,NA,NA,NA,43,58.99,NA,60.02,NA,NA,NA,NA,NA,46,NA,70,39.71,38.81,42.19,64.1,47.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.67,NA,59.76,59.99,50,NA,69.26,NA,NA,52.03,NA,62.5,NA,NA,NA,80,NA,NA,70.47,NA,56.29,NA,59.95,72.5,NA
"248",2012-09-30,2012,39,71,29.8,47.39,42.27,NA,61.67,78.51,NA,NA,57.6,NA,NA,46.79,NA,50,52.46,68.33,55,NA,51.08,43,NA,NA,50.9,NA,NA,45.13,NA,43.9,48.22,NA,70,41.32,38.92,44,63.89,47.05,58.22,69.48,67.35,NA,NA,69.52,70,NA,NA,NA,NA,65,NA,59.99,NA,42.5,70,NA,80.56,55.22,57.74,60,NA,58.4,51.5,NA,42.94,55,70.59,66.47,68.42,NA,63.87,72.5,NA
"249",2012-10-07,2012,40,70,30.73,NA,43.31,68.27,NA,78.71,72.33,73.12,58.5,62.92,64.44,45.72,NA,50,53.41,NA,54,NA,51,46,58.87,NA,68.75,71.02,NA,30,NA,NA,NA,NA,70,NA,NA,41.19,NA,64.47,NA,70,60.25,45.97,NA,NA,72,43.79,47.77,NA,NA,NA,59.99,59.99,50,NA,68.33,NA,76.24,54.12,62.89,60,NA,NA,51.81,NA,NA,50.1,70.72,65.82,NA,NA,60.53,72.5,NA
"250",2012-10-14,2012,41,71.18,30.89,NA,46.19,68.52,68.2,77.15,72.33,74.2,58.72,65.17,65.66,47.21,NA,50,53.15,NA,55.56,NA,49.75,47,58.53,NA,68.05,73.86,42,46.19,48.43,45.37,45,NA,70,42.6,39.21,40.72,62.45,49.68,NA,NA,NA,55.67,NA,69.23,71.6,43.19,48.91,NA,62.86,NA,61.14,59.26,50,45,NA,NA,70.99,54.52,64.74,60,NA,NA,52.65,80,NA,60.24,70.84,65.9,66.86,NA,64.71,72.5,NA
"251",2012-10-21,2012,42,NA,NA,NA,48.07,68.75,69.06,79.83,NA,NA,54.8,NA,NA,47.46,NA,50,54.16,NA,55,NA,49.99,50,58.59,NA,69.01,75.16,43.5,46.19,46.67,NA,50,NA,70,43.6,39.42,38.27,64.22,NA,NA,NA,NA,56.81,NA,70.49,71.6,43.28,48.43,57.55,64.67,NA,61.92,58.18,51,51.91,63.33,NA,NA,55.12,63.5,NA,NA,61.24,54.72,75,44.19,61.2,70.92,NA,66.84,NA,64.75,72.5,NA
"252",2012-10-28,2012,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",2012-11-03,2012,44,49.72,69.88,50.96,70.58,69,NA,59.41,NA,NA,NA,66.2,60,60,NA,73.24,70.39,59.41,56.12,68,67.42,46.33,NA,64.89,70.99,NA,59.15,62.5,63.94,NA,75.11,63.71,33.82,42.96,NA,71.1,51.7,71.9,41.32,68.15,78.38,56.7,55,55,NA,71.18,60.12,NA,NA,62.55,50.05,61.01,75,40.25,78.43,60.34,72.5,55.84,67.04,44.39,78.69,59.88,82.26,60.35,NA,43.02,NA,75,51,NA,80.9,64.96,70.92
"254",2012-11-10,2012,45,53.17,69.88,50.86,NA,NA,NA,53.5,NA,58.74,NA,NA,64.33,60,NA,73.27,70.39,59.56,NA,68,67.36,NA,NA,NA,70.93,NA,50.37,58.23,66.99,73.94,NA,65.26,35.69,43.5,NA,NA,NA,76.66,42.24,71.46,79.56,53.75,NA,NA,NA,71.29,52.14,NA,73.48,65,50.39,61.42,75,40.51,78.61,51.19,72.5,NA,72.48,44.72,80,NA,88.88,NA,NA,43.02,NA,NA,51,41.96,80.45,63.41,71.79
"255",2012-11-17,2012,46,56.4,70.12,55.21,74.29,66.92,NA,NA,NA,NA,79.32,NA,65,60,NA,80.52,73.89,59.78,NA,68,68.66,NA,NA,67,NA,NA,62.41,70.52,67.44,75.92,NA,66.09,37.72,45.68,NA,74.61,NA,72.73,43.48,72.19,78.11,NA,NA,58.33,NA,72.14,63.14,NA,NA,65,NA,61.99,NA,45,79.83,62.33,72.5,58.33,72.22,44.9,80,NA,91.56,62.23,NA,NA,59.78,NA,51,40.66,81.93,65.22,NA
"256",2012-11-24,2012,47,58.62,70.29,55.89,85.67,66.92,NA,50.02,NA,NA,80.18,68.56,67.33,55,NA,85.59,76.49,NA,56.15,68,58.52,NA,NA,NA,80.31,NA,64.03,79.3,68.46,76.98,NA,67.84,38.04,46.35,NA,80.92,NA,74.16,44.21,73.44,78.11,NA,60,NA,37.64,78.14,67.22,NA,NA,65,54.72,62.11,79.54,45.16,79.85,63.85,79.2,NA,90.91,45.04,80,NA,NA,NA,NA,NA,NA,75,52,44,80.9,63.86,NA
"257",2012-12-02,2012,48,92.14,38.33,NA,62.17,70.57,NA,79.91,93.83,NA,84.5,78.65,NA,56.27,69.02,55,70.12,77.78,70,NA,50.05,60,NA,45.89,79.08,90.72,NA,NA,NA,51.7,NA,NA,80,54.5,55.42,42.14,68.5,NA,NA,95.84,79.5,68.18,NA,88.42,81.2,NA,63.16,62.3,90.91,79.2,62.42,56.2,65,63.33,63.72,NA,NA,69.29,NA,75.8,NA,65.14,56.5,75,NA,NA,90.61,80.63,69.22,71.13,72.55,83.75,NA
"258",2012-12-09,2012,49,NA,39.43,67.51,65.13,70.86,81.15,95.23,93.83,NA,NA,NA,NA,56.48,68.33,60,NA,78.24,NA,NA,NA,NA,61.43,NA,81.11,104.65,NA,NA,NA,51.36,NA,NA,80,55.32,58.47,44,NA,NA,NA,97.83,90.95,73.83,NA,89.4,81.2,45.15,NA,NA,NA,80.42,NA,NA,70,NA,65.17,NA,91.91,76.14,NA,80,NA,NA,NA,NA,NA,NA,NA,81.92,NA,90.22,72.6,NA,NA
"259",2012-12-16,2012,50,NA,41.81,NA,67.14,80.86,NA,NA,NA,NA,84.5,NA,NA,57.29,NA,55,75.18,80.72,NA,NA,NA,NA,NA,NA,98.18,124.99,NA,NA,NA,NA,NA,NA,86.5,80,NA,43.77,69.58,NA,NA,NA,NA,83.63,NA,90.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,77.06,NA,82.5,NA,NA,NA,100,NA,NA,100.81,86.28,98.69,90.01,NA,88.2,NA
"260",2012-12-23,2012,51,NA,42.43,NA,63.4,NA,NA,NA,NA,NA,89.76,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.61,NA,85,NA,NA,NA,NA,NA,NA,100.85,NA,NA,NA,NA,97.2,NA
"261",2013-01-06,2013,1,NA,49.77,71.59,58.54,81.12,105.46,NA,NA,NA,86.55,94.38,NA,101.02,88.65,70,85.12,88.51,81.67,NA,59,80,68,56.76,134.41,120.83,NA,84.28,71.67,84.05,78.4,NA,90,79.43,61.22,55.15,89.9,NA,NA,101.1,NA,91.48,NA,NA,93.29,87.5,93.74,89.45,103.03,85.47,64.21,68.42,85,84.89,110,NA,101.84,84.8,79.17,85,NA,NA,77.54,100,NA,NA,95.71,102,98.86,92.13,89.28,95.2,NA
"262",2013-01-13,2013,2,NA,60.08,NA,58.64,NA,103.4,99.41,NA,NA,92.54,93.33,NA,101.16,95.1,70,86.42,90.65,85,NA,66,82,83.33,68.42,131.92,126.98,94.44,88.89,NA,85.05,72,106.57,90,75.4,68.74,61.2,NA,NA,NA,97.06,103.13,97.67,NA,99.82,93.29,88.53,94.63,NA,107.21,95,72.26,NA,90,88.09,109.09,NA,114.45,85.03,94.44,72.5,NA,NA,79.25,100,88.89,NA,95.8,95.63,NA,NA,91.2,NA,NA
"263",2013-01-20,2013,3,NA,62.14,NA,65.27,NA,108.52,111.37,109.22,NA,96.35,94.38,NA,101.27,108.11,75,85.64,96.13,85,NA,68.4,NA,NA,68.99,125.67,127.96,NA,85.47,75,94.1,NA,101.52,90,78.92,NA,69.7,94.2,NA,NA,100.69,99.08,91.07,NA,99.57,NA,95.01,NA,NA,NA,89.34,81.29,68.45,90,NA,NA,NA,120.45,82.89,95.25,72.5,NA,NA,81.5,97.82,NA,NA,95.47,96.82,NA,95.02,91.33,NA,NA
"264",2013-01-27,2013,4,95,86.49,71.36,61.27,81.75,NA,113.47,111.11,NA,98.5,96.63,NA,101.34,104.88,75,83.46,97.28,82.33,NA,70,85,85.19,65.82,123.33,111.76,NA,NA,75,96.39,85.33,114.71,90,75.46,75.28,65,NA,NA,NA,NA,110.6,NA,NA,103.48,98.5,95.09,95.02,92.55,105.96,88.56,84.61,68.48,90,91.05,110,NA,119.27,81.52,97.42,80,NA,92.21,83.25,100,NA,85.22,95.57,NA,98.88,NA,94.11,NA,NA
"265",2013-02-03,2013,5,NA,91.24,75.15,67.15,82.13,117.92,113.51,NA,NA,112.5,98.88,NA,102.24,108.06,75,85.14,101.09,87.33,NA,NA,NA,88.14,69.4,130.22,126.31,NA,62.19,NA,94.54,NA,109.57,100,75,NA,68,92.63,NA,NA,NA,NA,98.05,NA,109.15,98.6,90.08,105.11,NA,105.73,NA,86.74,68.51,90,NA,105,NA,121.18,82.09,97.98,85.75,NA,95.41,83.87,NA,90.2,NA,95.89,104.2,NA,NA,99.55,95.7,NA
"266",2013-02-10,2013,6,NA,NA,NA,64.42,117.06,146.44,155.17,134.15,NA,128.26,NA,NA,103.17,111.11,75,108.13,NA,90,NA,80.02,NA,89.62,NA,129.02,127.77,NA,63.36,NA,96.25,NA,143.62,NA,100,93.77,66.66,NA,NA,NA,133.96,124.58,85.46,NA,NA,NA,NA,105.42,NA,113.77,NA,131.73,68.54,NA,109.71,NA,NA,138.16,91.66,NA,85.76,NA,96.35,88.5,150,NA,100.35,140.64,134.86,NA,137.5,NA,102.33,NA
"267",2013-02-17,2013,7,135,NA,NA,71.03,144,157.61,178.23,142.54,NA,139.5,132.58,NA,101.86,105.01,75,140.11,NA,NA,NA,85.03,NA,NA,NA,136.61,NA,NA,65.47,NA,NA,NA,150,155,130,149.78,NA,130.66,NA,NA,156.67,153.13,NA,NA,NA,120.6,NA,106.91,93.41,NA,NA,134.16,69.02,108,NA,NA,NA,141.37,100.99,138.89,80,NA,NA,NA,150,NA,200.66,140.68,152.78,106.44,140,NA,NA,NA
"268",2013-02-24,2013,8,NA,NA,NA,73.21,NA,160.82,179.17,NA,NA,NA,NA,NA,105.19,NA,NA,150.14,NA,100,NA,NA,145,90,NA,137.71,155.55,NA,NA,NA,NA,130,NA,NA,NA,NA,79.21,128.36,NA,NA,NA,NA,87.75,NA,NA,NA,NA,125.16,NA,147.08,NA,NA,NA,NA,NA,154.55,NA,161.8,NA,166.68,90,NA,NA,150.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",2013-03-03,2013,9,200,96.14,NA,75,181.73,173.72,172.59,140.14,NA,195.36,144.44,NA,NA,140.45,75,150.17,112.52,150,NA,NA,NA,96.29,131.14,149.19,165.71,NA,175.47,NA,157.61,NA,NA,165,NA,NA,89.77,122.36,NA,170.21,NA,NA,95.62,NA,180.42,140.5,NA,125.07,NA,167.23,NA,131.23,70.21,132,NA,NA,NA,140,110.17,180.5,92.5,NA,NA,153.47,157.78,NA,NA,150.51,154.98,110.66,144,NA,120.4,NA
"270",2013-03-10,2013,10,NA,106.15,NA,104.01,181.34,183.77,170.61,140,NA,155.7,151.11,NA,114.58,140.01,70,155.11,115.24,160,NA,82.42,180,93.33,137.58,156.67,170.45,NA,177.92,NA,149.73,95,174.47,165,110,NA,77.15,118.5,NA,120.32,130.78,156.25,104.76,NA,198.16,NA,96.96,131.01,93.41,171.43,NA,122.14,79.24,135,138.55,150,NA,129.4,122.66,170.4,95.55,NA,NA,168.34,145,108.2,160.05,140.73,141.63,98.46,137.9,133.41,120.49,NA
"271",2013-03-17,2013,11,200,104.04,NA,123.71,NA,218.67,151.76,136.57,NA,NA,134.83,NA,120.41,140.54,100,150.46,102.39,180,NA,83.03,180,95.04,141.92,165.72,177.77,153.06,165.47,NA,160.42,85,178.55,165,100,108.42,75,NA,NA,110.33,124.51,138.88,101.43,NA,131.89,146.9,101,120.13,98.75,172.38,105.26,119.25,98.54,130,217.77,125,NA,105.86,125.41,170.76,120,NA,110.4,185,130,108,NA,140.22,138.63,84.12,134.72,124.65,125.6,NA
"272",2013-03-24,2013,12,NA,137.1,NA,NA,170.32,NA,149.63,NA,NA,NA,NA,NA,NA,NA,150,150.44,94.61,140,NA,NA,NA,NA,151.17,160.02,157.93,175,NA,NA,NA,NA,NA,NA,120,NA,73.73,110.39,NA,NA,NA,NA,NA,NA,NA,NA,95,120.71,NA,176.47,NA,NA,99.6,NA,NA,140,NA,90.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.66,102.13,NA,NA,NA
"273",2013-03-31,2013,13,NA,128.55,173.85,130.43,NA,159.15,145.17,NA,110,119.15,NA,NA,105.24,128.55,150,140.36,92.22,NA,NA,NA,NA,130,157.76,156.33,133.33,NA,NA,NA,NA,NA,NA,115,NA,NA,68.4,NA,NA,105.38,90,NA,84.57,NA,NA,NA,NA,112.67,125.66,175.07,NA,99.47,NA,120,NA,NA,NA,83.06,107.44,NA,NA,NA,NA,158.33,NA,NA,NA,NA,NA,NA,97.88,NA,NA,NA
"274",2013-04-07,2013,14,NA,NA,111.5,94.07,NA,156.72,140.23,NA,100,112.54,NA,NA,102.17,119.68,120,NA,91.8,NA,NA,NA,NA,130,NA,131.03,83.33,NA,NA,NA,NA,NA,NA,155,120,NA,NA,NA,NA,98.32,86.67,94.44,NA,NA,NA,NA,NA,91.11,124.33,142.67,NA,98.46,90.59,NA,NA,NA,NA,78.24,100.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275",2013-04-14,2013,15,NA,95.81,102.45,89.24,NA,143.59,80.49,NA,90.45,112.75,NA,NA,101.17,111.08,120,110.14,90.21,80,NA,80,NA,100,NA,78.53,76.12,NA,NA,120,NA,NA,NA,130,NA,NA,NA,102.31,NA,85.8,88.54,83.33,82.02,NA,NA,NA,NA,90.36,125.44,133.09,NA,99.15,92.33,120,NA,130,NA,NA,104.12,94.78,62.5,NA,NA,NA,NA,NA,100.05,NA,NA,NA,NA,NA,NA,NA
"276",2013-04-21,2013,16,NA,90.37,100.5,85.39,NA,125.58,NA,NA,90.45,80.36,NA,NA,125.58,106.74,100,110.47,96.66,60,NA,75.8,NA,80,NA,NA,66.79,NA,NA,75,NA,NA,NA,130,108,NA,98.13,101.35,NA,72.38,88.54,NA,81.52,NA,NA,NA,85.5,NA,126.22,125.71,NA,99.72,NA,115,NA,120,NA,76.03,NA,80.7,62.51,NA,NA,NA,NA,NA,100.25,NA,NA,NA,NA,NA,NA,NA
"277",2013-04-28,2013,17,NA,86.71,NA,69.93,NA,NA,70.15,NA,90.45,72.48,NA,NA,NA,NA,80,NA,90.21,60,NA,75.5,NA,NA,NA,58.89,NA,NA,NA,71.67,60.08,NA,NA,NA,NA,NA,89.17,98.34,NA,94.38,81.67,94.44,NA,NA,79.25,NA,NA,NA,124.65,122.96,NA,99.97,NA,112.13,NA,NA,NA,83,92.16,NA,NA,NA,NA,NA,NA,NA,100.04,100.81,91.52,NA,65.83,NA,81.4,NA
"278",2013-05-05,2013,18,NA,74.6,NA,61.22,69.62,126.8,70.33,NA,89.53,69.5,78.65,NA,99.48,95.15,75,105.21,87.93,70,NA,NA,NA,NA,NA,49.75,82.41,NA,NA,76.67,61.72,60,NA,120,105.66,106.67,85,98.41,NA,90.33,NA,89,NA,NA,78.42,NA,NA,NA,124.65,105.56,75.19,100.42,NA,100,NA,100,NA,NA,90.83,70.08,60,NA,81.43,111.5,NA,84.32,NA,85.99,87.23,71.46,65.79,NA,82.66,NA
"279",2013-05-12,2013,19,80.45,NA,NA,59.78,68.04,135.44,75.11,NA,89.53,90.57,71.91,NA,99.4,89.74,NA,98.63,85.2,70,NA,NA,NA,NA,NA,48.82,66.75,NA,NA,70,62.79,65,NA,110,110,106.65,81.13,98.5,NA,85.33,NA,89,NA,NA,78.61,NA,NA,NA,124.85,105.88,65,100.96,NA,100,NA,NA,NA,81.7,94.61,80.56,80,NA,79.24,102.45,NA,86.2,NA,80.71,84.95,71.88,65.91,NA,79.4,NA
"280",2013-05-19,2013,20,NA,61.43,NA,65.21,68.42,147.62,83.66,NA,85.12,95.36,89.89,NA,98.72,76.34,80,80.46,86.78,75,NA,NA,NA,65.18,NA,NA,74.08,NA,NA,68.33,62.92,70,NA,110,90.6,107.14,70.19,NA,NA,72.55,NA,89,78.26,NA,79.12,NA,NA,NA,126.33,117.64,65,101.49,NA,98.29,NA,100,NA,80.79,90.18,73.45,80,NA,78.12,100.5,NA,83.33,95,80.57,82.18,76.42,66.93,NA,79.5,NA
"281",2013-05-26,2013,21,NA,52.86,NA,70.65,68.89,137.73,86.63,NA,85.12,95.63,101.12,NA,97.14,64.86,80,80.16,NA,75,NA,NA,NA,68.74,NA,NA,84.34,NA,NA,NA,63.9,80,NA,110,90,107.14,67.43,95.15,NA,NA,NA,NA,NA,NA,79.65,NA,NA,NA,126.45,115.61,75,101.58,NA,98.5,NA,100,NA,80.22,87.59,74.5,NA,NA,75.41,100,NA,84.26,95.05,80.23,80.27,78.22,NA,NA,77.8,NA
"282",2013-06-02,2013,22,88,48.34,NA,80.24,74.46,123.45,115.19,NA,NA,90.32,88.89,NA,96.29,53.57,80,85.12,90.07,80,NA,NA,NA,95,77.49,80.65,81.16,NA,NA,NA,63.92,80,50,110,92.5,105.48,75,94.88,NA,82.31,NA,93.12,77.95,NA,81.56,NA,NA,75.12,NA,118.37,75,93.02,NA,100,NA,100,NA,78.13,85.31,75,90.15,NA,72.61,81.5,NA,NA,95.04,80.14,80.27,78.24,67.31,76.13,NA,NA
"283",2013-06-09,2013,23,NA,NA,76.38,80.37,79.52,NA,125.29,NA,NA,NA,89.89,NA,95.92,NA,80,85.39,NA,67.32,NA,75.02,NA,NA,81.5,91.4,NA,NA,80.26,NA,NA,85,70,110,94.79,106.61,73.19,93.45,NA,97.32,NA,88.33,74.17,NA,81.72,80,NA,NA,NA,115.07,75,93.31,NA,98.99,NA,100,NA,80.11,83.39,78.54,90.5,NA,71.21,NA,NA,NA,100.04,80.97,86.43,78.86,NA,NA,NA,NA
"284",2013-06-16,2013,24,NA,46.9,79.06,82.41,NA,NA,130.15,NA,NA,90.47,90.91,NA,96.51,67.5,85,85.44,NA,96.67,NA,80,NA,100,85.56,92.04,85.72,70,80.92,76.67,NA,90,75,110,91,105.56,64,92.36,73.62,77.35,NA,89,99.14,NA,84.28,85.6,NA,81.04,NA,112.25,NA,93.46,NA,100,NA,100,NA,96.9,84.19,81.18,90.51,NA,70.39,90.94,100,NA,NA,81.02,91.32,NA,79.78,85.7,NA,NA
"285",2013-06-23,2013,25,88,45.6,NA,80.64,80.17,139.92,130.19,NA,NA,NA,89.89,NA,95.24,72.97,90,95.11,NA,100,NA,NA,NA,105,NA,93.33,86.7,75,90.13,80,NA,92,80,110,93,105.31,67.32,91.5,80.95,76.57,NA,89,102.64,NA,88.89,85.5,75.05,85.21,NA,109.76,NA,93.71,NA,100,NA,100,NA,99.59,85.1,94.44,90.5,NA,64.41,98.5,95.8,85,100.03,NA,98.4,NA,76.25,NA,NA,NA
"286",2013-06-30,2013,26,NA,45.1,NA,80.91,NA,130.46,112.33,NA,100.08,NA,NA,NA,92.39,76.81,95.1,100,NA,100,NA,NA,NA,107.52,NA,94.44,83.88,NA,91.05,81.67,78.61,100,85,110,90.5,109.42,65,92.5,NA,75.54,93.56,88.17,NA,NA,108.47,85.5,75,85.16,128.95,113.08,NA,96.76,85.21,100,NA,100,NA,101.69,88.64,96.58,90.5,NA,70.42,91.12,95,84.6,100.15,NA,107.42,78.22,80.26,NA,114.55,NA
"287",2013-07-07,2013,27,90.91,45.07,91.36,85.52,81.66,141.05,112.45,87.91,NA,109.5,100,NA,96.03,96.64,95.8,98.75,NA,98.33,NA,NA,NA,110,NA,97.79,88.72,90,91.85,NA,80.26,105,90,NA,95,NA,73.22,91.6,82.42,73.21,99.35,87.43,NA,NA,109.77,90,75.5,90.13,128.72,97.56,NA,98.62,87.33,100,NA,120,NA,NA,90.06,98.54,90,NA,NA,108.11,100,84.6,100.2,81.39,112.86,92.66,82.17,NA,115.67,NA
"288",2013-07-14,2013,28,NA,50.22,NA,87.12,NA,169.86,112.39,NA,NA,118.76,111.11,NA,97.49,101.64,94.5,105.08,NA,110,NA,104,NA,NA,93.24,99.5,94.88,NA,NA,NA,96.35,NA,90,NA,93,110.11,75.13,90.55,95.12,70.24,99.35,88.23,111.75,NA,112.54,98.5,75,98.48,130.15,101.96,NA,101.72,NA,100,NA,120,NA,NA,91.16,99.42,90.5,NA,73.84,110.5,NA,95.34,NA,100.46,113.68,96.84,91.17,NA,NA,NA
"289",2013-07-21,2013,29,NA,50.89,NA,98.76,84.14,172.82,120.67,NA,105.16,118.6,102.36,NA,98.65,108.65,95.06,107.13,NA,112.5,NA,NA,NA,112.58,98.56,102.04,90.12,NA,NA,85,97.57,110,NA,NA,96,NA,NA,90.4,87.05,72.45,101.22,88.33,103.96,NA,NA,NA,NA,100.58,NA,107.32,NA,102.46,NA,100,NA,NA,NA,119.66,94.6,99.85,90.5,NA,75.41,111.02,110.3,94.2,105,NA,NA,99.56,NA,NA,115.67,NA
"290",2013-07-28,2013,30,NA,NA,100.31,101.19,NA,NA,110.39,NA,NA,128.3,NA,NA,99.86,NA,99,115.11,NA,NA,NA,107,NA,NA,107.24,108.14,96.99,NA,NA,NA,97.57,NA,90,NA,NA,NA,NA,91.99,85.36,75.33,NA,NA,110.57,NA,NA,NA,NA,NA,85.55,109.54,NA,116.78,118.52,100,NA,130,NA,120.57,NA,115,NA,NA,80.31,NA,NA,NA,100.2,NA,NA,NA,NA,105.88,NA,NA
